8/17/2019,CRIMINAL HOMICIDE,HAND GUN,34.058,-118.2759
6/12/2019,ROBBERY,STRONG-ARM ,34.0522,-118.2434
9/7/2019,ROBBERY,STRONG-ARM ,34.0168,-118.2557
6/17/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,34.0404,-118.2504
8/22/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.04,-118.2962
8/31/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,33.9685,-118.2586
8/21/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0006,-118.2871
6/25/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,34.091,-118.2234
7/3/2019,ROBBERY,STRONG-ARM ,34.0163,-118.3524
4/4/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0446,-118.245
8/13/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.1057,-118.2093
7/7/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL,33.9325,-118.239
9/1/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.2152,-118.451
6/29/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.1029,-118.3224
6/9/2019,ROBBERY,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.2428,-118.4675
4/4/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.2461,-118.4539
7/6/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.1847,-118.4465
7/5/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0657,-118.3614
9/5/2019,ROBBERY,REVOLVER,34.0749,-118.2868
7/28/2019,ROBBERY,STRONG-ARM ,34.0636,-118.2992
4/13/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,34.0624,-118.2813
5/9/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.2071,-118.5768
4/11/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN,34.0357,-118.2593
7/29/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,33.9533,-118.2564
8/8/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0403,-118.2421
7/5/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.2595,-118.293
4/15/2019,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,KNIFE WITH BLADE 6INCHES OR LESS,33.9556,-118.2682
5/20/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,33.7764,-118.2751
5/18/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACHETE,33.7324,-118.2902
5/22/2019,BURGLARY,STRONG-ARM ,34.0227,-118.4311
6/16/2019,KIDNAPPING,STRONG-ARM ,34.0307,-118.2074
9/6/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,33.9893,-118.2652
7/5/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0146,-118.268
9/9/2019,ROBBERY,STRONG-ARM ,34.0535,-118.325
4/13/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0962,-118.3528
4/18/2019,ROBBERY,STRONG-ARM ,34.0276,-118.345
4/1/2019,BURGLARY,CLUB/BAT,34.0728,-118.2878
4/28/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.057,-118.2691
5/4/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.303,-118.4299
8/8/2019,ROBBERY,STRONG-ARM ,33.7948,-118.2694
4/19/2019,ROBBERY,STRONG-ARM ,34.2152,-118.451
5/19/2019,ROBBERY,STRONG-ARM ,34.0221,-118.2915
5/2/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,33.996,-118.3046
4/11/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,33.994,-118.4526
6/10/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAMMER,34.0526,-118.2989
7/21/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.174,-118.5888
8/30/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CLUB/BAT,34.2265,-118.4565
8/5/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.193,-118.5546
8/24/2019,ROBBERY,STRONG-ARM ,33.9245,-118.4318
7/23/2019,ROBBERY,STRONG-ARM ,33.7978,-118.2975
5/15/2019,KIDNAPPING,STRONG-ARM ,34.0428,-118.3443
4/3/2019,ROBBERY,STRONG-ARM ,33.9739,-118.2674
6/6/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.0572,-118.3459
4/12/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.0333,-118.3311
6/24/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL,33.9438,-118.2762
7/14/2019,ROBBERY,HAND GUN,34.0611,-118.3681
4/9/2019,ROBBERY,SHOTGUN,34.2046,-118.4138
4/24/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.0085,-118.3351
7/14/2019,"RAPE, FORCIBLE",STRONG-ARM ,34.0124,-118.3378
4/22/2019,BURGLARY FROM VEHICLE,STRONG-ARM ,34.0099,-118.3446
5/24/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STRONG-ARM ,34.0038,-118.2783
5/1/2019,ROBBERY,SEMI-AUTOMATIC PISTOL,34.2291,-118.3878
4/10/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL,34.0058,-118.2565
8/27/2019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS,34.2248,-118.4488
7/30/2019,ROBBERY,STRONG-ARM ,34.0296,-118.2299
